text,label
i do feel picoult is a talented writer the subject matter put me in a state of depression,joy
i wish crushing on somebody was so much easier i dislike being the emotional one i hate being the one that feels needy but i am here craving her attention and im just trying to ignore it,sadness
im feeling a bit greedy,anger
i want to understand how i can count all things joy when life feels anything but joyful,joy
i am going to stop feeling sorry for myself,sadness
i took a chance and kept crying in hopes she might feel benevolent,joy
i witness what i feel helpless to change i take up my arms my heart and my pen and i write,sadness
i feel gloomy and depressed nothing is more calculated to cast a cloud over us than a rainy day,sadness
i love more than anyone made me feel like i hated them sooo much but i knew i didnt which really hurt i ened up being a dick and crying for like an hour in front of people which was even more stupid,sadness
i read which i feel i didn t need to read makes me a little grumpy,anger
i am rushed about here there and everywhere by my family or friends i am often left feeling very drained and exhausted,sadness
i wasnt feeling at all irritated,anger
i struggling to find a common ground with not feeling deprived managing my stress and activity and living a healthy lifestyle,sadness
i want to feel valued i do and appreciated i do and know the people who love me arent going anywhere even if the nature of the relationship changes,joy
i feel disgusted to even be associated with this woman by my race and nationality,anger
i am supposed to go about being strong when i feel so inhibited,sadness
i feel delighted be rice er si the young lady understand me,joy
i feel all listless,sadness
i feel ok much better and stronger than i did a few weeks ago,joy
i took a minute to appreciate the trees around me and the calming energy that they gave me at a time when i was feeling a little bit irritable,anger
ive been feeling ignored,sadness
i feel so insulted because of a woman,anger
i feel awkward because v has already asserted that she is doing that,sadness
i feel that there s sometimes a danger of companies adding too much free stuff and slitting their own throats,joy
i honestly feel so unhappy with everything in my life and it isnt simple enough for me to be able to change these things that are making me feel so unhappy with a click of the finger,sadness
ill just have to make some local friends i can go to the movies with and know for a fact they wont even without meaning to cause i seriously doubt there was any actual intention to hurt my feelings or actually call me heartless a moral or brainless it just came across that way to me,anger
i am i feel like it s important to keep on taking a critical look at ideas like these to make sure that they stay grounded in reality,joy
i found myself feeling a little discouraged that morning,sadness
im feeling my way through and trusting myself,joy
i was feeling awful because it felt like i was pushing really hard to maintain the pace which sounded really slow,sadness
i feel completely blessed to have such wonderful family and friends,joy
i didn t want to feel foolish ridiculous embarrassed and self conscious,sadness
im weary i feel burdened and i could definitely use some rest,sadness
i feel slightly more agitated,anger
i just try not to talk to anyone when i feel irritable like that,anger
i really feel i was wronged as a patient,anger
i didn t feel very reassured by her tone but i understand this is a big shock and adjustment for everyone,joy
i am feeling completely mellow and perfectly calm,joy
i feel lonely i remember my moms saying,sadness
i feel like the most hated person on the planet for turning brendon down,anger
i feel it is rude of me to ask,anger
i feel so thankful to be in a part of the country where i can train outdoors this late in the year and not have to bundle up or wear several layers,joy
i guess i feel that the things i wrote about were so petty and small that im kind of embarrassed to go back through them,anger
i feel like garbage i am wonderful though i feel weak i am strong though i feel like a failure i succeed and though i feel unworthy i will live out my dream it ends and begins now,joy
i know i dont live in new york anymore but i feel so outraged that this could happen in my city,anger
i feel myself getting agitated over something insignificant or feeling bored i m going to remember this quote,anger
i can use the data comparatively to determine whether i am feeling disappointed elated inspired et cetera,sadness
i am speaking for myself right now but i know there are a lot of people who feel drained because of that non closure that occurs when we never get to be done with something,sadness
i mention this seemingly obvious little tidbit is that either many of my friends have an innate inability to understand this or they feel hurt and neglected because of it,sadness
im feeling rushed and like i should have planned certain things this summer that i can no longer do,anger
i was just feeling needy,sadness
i still feel so agitated,anger
i am way behind with my work on the fantasy novel and i feel very frustrated,anger
ive been wrestling with feeling jealous envious of my gfs other bf since hes been staying with her for a while,anger
i feel invigorated and jolly,joy
i suddenly felt how statesmen feel when mobbed by the press or how doomed men feel right before they are lynched or stoned by a mob,sadness
i was feeling pretty grumpy at this point but for whatever reason seeing this flower made me very happy,anger
im not going to gush too much about the relationship but just know that im feeling very content these days,joy
i feel groggy but ok get up and leave the house with a luxurious baby free day in the office ahead of me,sadness
i wake up feeling cranky and out of sorts,anger
i used to feel sorry for some people who felt the need to pretend,sadness
i have not spent that much time with them but i just don t feel that comfortable there,joy
i am so trying to understand why my feelings should be ignored,sadness
i actually feel like everything is going to be ok,joy
as in sadness a,anger
i feeling more assured of having success than ever,joy
i get to my desk at nine feeling exhausted and tired and grumpy to come home and rush through my to do list and get angry that i havent finished it,sadness
i feel like im being a terrible person and that hes going to hate me for thinking these things,sadness
i don t have that much money and as i say that i once again feel so fake and unappreciative because i have so much more than the other of this world,sadness
i try and try to keep up with other bloggers and read whats scheduled so that my review goes up close to when everyone elses does but im tired of feeling rushed tired of the pressure that i put upon myself,anger
i feel totally exhausted and over tired,sadness
i know and i am eternally torned about it because i feel helpless and useless,sadness
i think theres nothing inherently wrong with feeling homesick,sadness
i am feeling grumpy i put this on,anger
i do not feel reassured anxiety is on each side,joy
i of britain so were louis xvi and marie antoinette but i think perhaps i feel the loss of russia more because it was so violent it was the entire family and because it was so comparatively recent,anger
i keep telling myself ill feel like celebrating when ive passed my boards date still to be determined,joy
i hit a certain point in the middle and something was revealed that left me feeling so overwhelmingly devastated that i had to set the book down and walk away for a while,sadness
i feel like i should be hated and that everything that has happened to me is what i deserve,anger
i feel deeply offended by some of the rhetoric and behaviour of some of the apc leaders and i cannot be expected to remain silent in the face of such expressions,anger
i feel it is unfortunate that governor riley has stated that he and the republican party are raising funds to unseat democrats in the elections,sadness
i am sorry amma if i made you feel bad but i was being honest,sadness
i feel so perverse,sadness
i like to watch people do horrible things so i can be outraged at them and feel superior,joy
i was starting to feel the kick of the alcohol and jerald was slightly amused and said he would probably see me down half an hour later,joy
i feel so impatient when it comes to certain issues,anger
i managed km in one go once feeling really exhausted afterwards but i survived,sadness
im feeling very petty right now,anger
i also feel more welcomed at lush than any other job that i have had,joy
i feel so depressed when i m not with her and when i think about her because it is so destroyed i just think i should move on,sadness
i were to ever get married i d have everything ready to offer to him because i ve got it together and when i do go out to clubs even the perfect good looking guys feel intimated after talking to me about my clever self,joy
i feel insulted that i was the victim in this triangle,anger
i legitimately feel less intelligent at the end of the day because of how worthless and stupid it all is like how you feel after sitting through a michael bay movie,joy
at a certain situation i felt myself neglected and undeservedly harmed,anger
i have been feeling quite productive,joy
i just feel really violent right now,anger
i feel that my lifes fucked up,anger
i feel like god pooped on me laughed amp then walked away throwing a casual yeah,joy
i feel insulted whenever people say guys cant cry or feel emotional,anger
i feel really pumped and also am eager to try hiit high intensity interval training thanks to my new friend sarah,joy
i feel assured that the future of online entertainment rests in good hands,joy
im a marketer and i couldnt be bothered to investigate further which makes me feel that consumers probably cant be bothered either,anger
ill admit that hes a pretty good designer but i feel like hes totally fake,sadness
i cant blame anything or anyone but myself and ive spent the day feeling miserable crying again whenever i remember realizing it was all my fault,sadness
i feel quite reassured but the jurys verdict isnt in yet,joy
im feeling mellow and am enjoying the cooler weather,joy
i try to come up with ideas that i feel are clever to keep the my pieces fun to make and interesting to look at,joy
im feeling a bit gloomy today because of the weather and because ive got no money to get on the tube to go anywhere pretty like columbia road,sadness
i feel little comes from my divine center,joy
i am not even attempting to plan to be perfect that week it wont happen so i need to make a plan to atleast get through it without feeling deprived or mad at myself,sadness
i dunnno i just feel sorta discontent but im tired and stuff i just wanna go to bed,sadness
this happened a year when i was having a hard time,joy
i feel too much but i don t care no i don t careeeeee i don t care by savage garden your three plans for tomorrow,anger
i practice being present and living in the now i feel content appreciative relaxed and satisfied,joy
i kinda feel ungrateful because everyone always writes about their friends and i never have,sadness
i feel could be unpleasant is layered with love healing forgiveness and the expectation that things will turn out well,sadness
i believe a lot of girls feel this way especially when they are feeling really low about themselves,sadness
i was driving back i was having a moment of missing new orleans and feeling really sad when it just hit me that i was able to go visit them for the night on a whim and i felt such a peace,sadness
i feel cool calm and collected,joy
i told omangy that i was feeling violent and i wasnt in a good mood,anger
i hate the feeling of being needy or vulnerable to something or someone that sometimes it seems like youre an addict,sadness
i feel absolutely safe a,joy
im feeling uncharacteristically gloomy,sadness
i feel honored to have had the privilege to have met him,joy
i had friends being sad feeling rejected from the world i think i finally realize that friends arent what i thought they were,sadness
i feel bothered,anger
i am now feeling delighted to have a bigger definition of magic,joy
i got the feeling that the person on the other end hated me,anger
i only need to feel respected and safe,joy
i feel that this is going to get very messy to get fixed and back on the road again,sadness
i wasnt feeling casual much,joy
i may not be completely sure on a lot of things but i am a very opinionated person and when i have opinions on something i feel very strongly about them and i can be very stubborn when it comes to them especially when it comes to politics,anger
i feel really low it would be nice to have someone to hold me when i cry,sadness
i did this all a href http feeling groggy,sadness
i could only see and feel the poison in my veins which deprived me of the strength and the ability to feel the joy i knew held me,sadness
im then left feeling quite embarrassed as i say that nothings new,sadness
i always feel privileged to see a jay,joy
i feel dumb for asking ryan said but ben cut him off,sadness
i feel like a worthless ugly fat unattractive piece of shit,sadness
i was over tired and feeling irritable as a result,anger
i would not expect you to understand and if you have i feel horrible for you,sadness
i woke on saturday feeling a little brighter and was very keen to get outdoors after spending all day friday wallowing in self pity,joy
i know i need sleep feeling dissatisfied with myself for what i ve yet to accomplish instead of glowing with pride at all i ve done,anger
i am feeling very pissed now,anger
i normally like some lettuce and tomatoes in my burger for moisture in their absence in this burger made the meat feel particularly rich and juicy,joy
i know ive talked about this before and i know that eric has talked about how the same thing happened on his mission just how like sometimes you feel like you get super overwhelmed by all the stuff you have to do and its just so easy to be really hard on yourself the mental game if you will,joy
im not feeling pissed off about picking up those toys,anger
i feel like nothing can stop me and sometimes i feel like so defeated,sadness
i really like how the special edition really does feel special with songs on it,joy
i constantly feel lied to and wronged by them i love these people to death,anger
im starting to feel and think as if i dont want to continue to pray for him anymore because its making me feel hopeless,sadness
i have struggled to fit all the work in for this module and have felt frustrated at times feeling that my blogs were rushed and although i have read with great interested fellow students blogs i feel i havent interacted as much as i could have done this is a definite area for development,anger
i feel tortured by something,anger
i acted like a little girl by acting cute towards you asking if you wanna share a diary with me amp you said youre still feeling pissed and you want me to stop adding the problems and make things hard for us,anger
i expect fast food sales to rise a smidgen a negligible blip and for someone to be benched and half of the people to feel jubilant and about the same number to either feel let down or house their disappointments in hopes for the next season,joy
i was saying that ive been feeling unhappy besides having all those assignments im feeling unhappy also because im feeling kinda lost,sadness
im so happy about this as he was really looking feeling awful,sadness
i want to tell him how i feel how disgusted i am that he can hurt my husband the way he does and then just laugh about it how he treats his grandchildren how he treated my husbands mum and just scream at him to stop being such a selfish bastard because the world does not revolve around him,anger
i really do feel giggly,joy
i feel absolutely splendid right now,joy
i make my friends feel pretty in comparison although not clever,joy
i feel very confident that its a good one,joy
i feel totally ignored and excluded,sadness
i could quote you a recent poll showing of young american muslim men feel suicide bombings are acceptable in defense of islam so apparently things like dont kill are not universally shared moral values,joy
i don t know why that surprises me because whenever i get exercise whether it s working out in my garden or going to the gym i feel terrific afterward which is naturally the reason i don t do it all the time,joy
im feeling abit grouchy with kim,anger
i felt the bubbling feeling and pretty soon i was at my peek and climaxed on her hands and her cute little dress,joy
i feel selfish and self indulgent,anger
i have to cop out on feeling regretful,sadness
i have really come up against some intense struggles since moving in here and i have to say i am very proud at the way we are giving each other the respect to feel however we need to feel mad stressed whatever and yet we still pull together to fix the issue,anger
ive decided that whenever i start to feel mad about tod i dig deeper into myself to find the real solution,anger
i love this little boy and sometimes i feel how inadequate i am as a parent to him,sadness
i feel rather stressed for the preparations for prom night,anger
i feel derp and innocent because we go there by lrt or the train it was always packed the last time i rode it was like years ago,joy
i feel selfish bringing up our loneliness for a child when i know parents out in newtown are grieving their lost babies,anger
i saw nothing on the dining room table had moved i think im starting to feel its safe to come out again,joy
i feel so useless in this,sadness
i mention that i feel ignored and sad on my crappy birthdays he reminds me that he threw a th birthday party for me,sadness
i havent worked out today but i feel like im just not going to feel it ive been so stressed at work and just in life that this week is just bad,anger
i loved that he was still small enough to ask me for help to feel safe,joy
i went back to it because i was feeling so intensely crappy,sadness
im trying to give it my good old space feeling but rest assured that will change at some point,joy
i feel that way about popular culture,joy
i feel frustrated irritable even,anger
im feeling uncharacteristically optimistic today perhaps even unrealistically optimistic,joy
i know it seems strange writing to you after all this time and i honestly feel appalled at my behavior as a mother,anger
i talked with the zone leader this morning he listened carefully as i explained what i was feeling and then reassured me that everything i was feeling was okay and normal and that in fact im supposed to be feeling this way right now,joy
im feeling discouraged i can look at that and remember i can achieve the goals i set for myself and i can always surprise myself with successes,sadness
i told her that we cannot continue this way and when she is starting to feel frustrated she has to let me know in a calm way,anger
i reply because they make me feel pretty,joy
i made this i felt some relief from the fear and anxiety but i started feeling pissed again with a whole new set of memories,anger
i like you and im feeling generous,joy
i get another call from a frantic junior for my file and i obviously refused ta help her and now im feeling like i was too rude i mean i jz went like yeah sorry i just dont do that,anger
i no longer a chiuv that is one a man with have an obligation to say kaddish and daven from the amud lead prayers i feel more relaxed,joy
i seriously feel like im becoming more and more boring everyday,sadness
i feel like our relationship revovles around sex and when we do he wants it to be really adventurous trying new things using toys etc ansi just find it exhausting trying to keep up,joy
i am feeling needy needing you so needing your love by the grove,sadness
i feel angry alone unwanted vexed irritable all the time,anger
i was so scared it wasnt even funny it just made me feel more pathetic and stupid,sadness
i generally don t eat a lot of junk it is mostly stress eating but as i become more comfortable with the child care i am feeling less stressed and eating less junk,anger
i say that i feel like im hated,anger
i went to bed feeling utterly miserable last night,sadness
i quickly trotted off he added i feel embarrassed to ask hoping i would enter into some kind of conversation with him,sadness
im feeling very bitter against knight in shining denim because i asked him a year ago to go to the gym with me and he wouldnt spend the money,anger
i expect ou to win but i feel there strongest competition will be a pretty talented and experienced ok state squad,joy
i am feeling so grumpy today,anger
i even go further these subjects are not interesting to me in anyway because i m relating to them personally some example will be used with imaginary names to protect friend and family identity s please do not feel offended if u see your name,anger
i am feeling adventurous then ill definitely go visit some of the bayou swamp areas and enjoy the beautiful cypress trees and wildlife,joy
i feel stressed tired worn out out of shape or neglected,sadness
i had been feeling like a lost duck because experiences in my life have aged my soul faster than my physical age and i didnt have many who understood,sadness
i dont want to rely on a guy to pay my bills but at the same time i am a free spirit and i feel like im being punished for being a free spirit,sadness
i sometimes feel like the heroine who is never stressed or teary or worn out with all the hardship is pretty shallow,sadness
i do feel jealous sometimes especially when it comes to friends,anger
i cant imagine the agony those folks feel waiting for news about their own sentimental things,sadness
i feel pathetic and am asking myself how i could even let things get to that point but i did,sadness
ive lost pounds in weeks and have lots of energy and feel terrific i exercise on the treadmill for about minutes days week,joy
i just feel so listless from the gloominess of it all,sadness
i am not hausa but i feel offended especially as the crazy motorcyclist who is now getting up from the ground like nothing happened bears no resemblance to anyone from the north,anger
i can do to that would truly express the utter gratitude and thankfulness i feel for your sincere gesture and i am very grateful,joy
i really hope you guys can understand that some of the things i do is really because i feel either rejected or not right at the place,sadness
i feel quite disappointed in myself for being sucked into the charade,sadness
ill explain below two simple techniques you can use to almost instantly feel relief from that aching pain,sadness
i feel that i really ought to assert myself in some way but she smiles a pleasant blonde woman of early middle age young to me and it seems fine to drift on,joy
i feel so horrible that i want to cry,sadness
i am a year later heavier than ive ever been i gained back that lbs in the weeks i was pregnant trying to sort out feelings for my troubled marriage missing my hearts dream of dance wondering if ill ever want more kids again and if that makes me a horrible person,sadness
i was almost in a state of panic because i just feel like im not trusting people right now,joy
i feel that all music has some artistic value but with so much music out there is modern pop really worth investing your time in,joy
i make myself show up and feel isolated in the crowd ill know i was wrong about the anti social feeling,sadness
i feel envious that they can keep their posts regular and interesting and wish that i could feel this way to,anger
i feel like im being petty about this,anger
i did a breathing treatment but as i laid in bed i felt like complete crap and i couldnt sleep so i called in thinking i really need to get steroids and ill feel fine right,joy
im feeling exceptionally brave that day to tell the husband that i need to buy it because i like it and nothing else,joy
i sometimes worry about feeling offended hurt or wrong in what i said when someone makes a nasty reply back but i didnt feel any of that with these people,anger
i forgot to take my meds this morning and i am predictably feeling irritable but less predictably i have been sitting here all day thinking ima kill a bitch if i dont get my hands on a chocolate cupcake,anger
i feel really bothered,anger
i didnt feel any tragic estrangement between superman and his family perhaps because of the playing perhaps because unlike batman he already had one,sadness
i really want to share the chance for you to win too because i feel passionate about the subject,joy
i woke up this morning after hours of interrupted sleep feeling lousy mostly my legs,sadness
i feel passionate that students should have choice in their reading and that it is my job to encourage a love of reading,joy
i feel like that enables her rotten ass even more but i am at a total,sadness
i feel isolated because im not much for driving on bad roads,sadness
i feel almost outraged that such a crap day should fall on my most favourite of days,anger
i help a lot of people at a later time when i m feeling pissed off with things i might look back at my life and say hey i m not that bad a person,anger
i am feeling jaded,sadness
i feel virtuous expressing my fears of contamination,joy
i am feeling pretty stinkin shitty for being such a horrible reviewer,sadness
i is feeling insulted because everyone is comparing sneha with her,anger
i feel greedy and selfish,anger
i feel all messy,sadness
i am constantly overwhelmed by the feeling that i am not smart enough not pretty enough not nice enough not talented enough and worst of all that i am not doing enough to make any of these things better,joy
i highly doubt we would see a young jean and scott but considering this would be limited and no reason to have these actors in future movies since it has been announce that we are moving on to aoa in the next feature it feels like a missed opportunity,sadness
i feel really petty complaining about panic attacks and such,anger
i feel troubled by his hunger and his homelessness,sadness
i grit my teeth shook my head and spent the next minutes feeling irritated,anger
i feel pride that i don t have to buy a roll of quarters from the bodega on the corner and this feeling is the only thing that keeps me from being irate that our laundry room is oddly devoid of coin changer machines,anger
i hear about a teenaged girl devastated by the pimple on her face the morning of prom i feel devastated for her,sadness
i feel foolish amazed and yet i feel foolish a href http dkang,sadness
i feel it is vital to get the leadership thing worked out,joy
i truly feel that the portrayal of jesus in this movie was gratuitously violent,anger
i also feel stubborn,anger
i can pay the bills and still have some cash in the bank should leave me feeling pretty satisfied right,joy
im just not feeling it at all id much rather stay in singapore and spend time with my friends i hate everyone and sara is being really bitchy right now div style clearboth padding bottom,anger
i feel more irritable,anger
i responded to her that i did not feel unfortunate at all rather i felt fortunate that i made decisions i could sleep with at night,sadness
i wasnt feeling like going on easter holidays i dont even know why at least i hope these days can be very productive for me,joy
i feel less groggy my trousers were a little looser and truthfully i would rather reach out for a fruit salad then a fully packed sandwich which is going to leave me feeling uncomfortable for the rest of the day,sadness
i also feel strongly about supporting the local economy so for the past years i am proud to have driven gm cars in a gm community,joy
i feel a whisper a friendly voice start to rise indulge until your hearts content and pay no mind,joy
i nodded proud of my decision to procure a pump feeling slightly smug,joy
i feel thankful for,joy
i am thankful for feeling useful,joy
i start to feel my feelings for him how they still rise in my heart like the submissive tide that obeys lunar whims,sadness
i feel i find i felt target blank clasheen by nicola brown a href http keepmeinstitchez,sadness
i was years old at one time knowing my dad wasnt coming home and its the worst feeling i have ever felt and ive hated you since and it wont ever change,anger
im still not feeling too keen on the whole billy dee lee triangle thing partly just because im sold now on the whole lee kara thing but partly also because i havent really bought yet that dee has any true interest in lee past raw attraction,joy
i came home feeling depressed,sadness
i love comments so feel free to post one,joy
i was just wondering if that is common and why some girls feel the need to seem less intelligent than they really are,joy
i feel like each kid left school this year with at least three pieces they were really proud of,joy
i feel that the only acceptable solution is to replace this brush with its rightful mac predecessor,joy
i feel resentful toward my wife when weeks go by without sex,anger
i actually went into pilates yesterday feeling somewhat remorseful for the shoes i wore that day shoes i often refer to as stinky feet katie shoes,sadness
i feel insulted by this technique which is also proven to be one of the worst for educating because i already read the slide faster than he was able to speak,anger
i am end up feeling devastated that i have borne such a social monster,sadness
i feel that disdain from him when i acted as if id been wronged by him,anger
im a firm believer that nothing makes a woman feel much more terrific than a great trip to the salon to lift her spirits a bit,joy
i feel like a petty murder shoudlnt be punished nearly as heavily as human beings who are constantly shitty to other human beings,anger
i am satisfied with the final installment and feeling a bit melancholy,sadness
i feel helpless to make any real difference,sadness
when i had a serious argument with a dear person,anger
i realised how sick i was of working and feeling and being alone,sadness
i feel that as this greedy obsession continues sustainabilitys growth will be hindered,anger
i read in the book called the mindful woman that every so often throughout your day you should stop and close your eyes and think about anything that you can hear or see or smell or feel its kind of a cool experiment,joy
i think just noticing this in me that i m more prone to feel jealous right now is helping me show up with a bit more intentionality than at other times in my life,anger
i feel no sense of chivalry or magnanimity whatsoever toward the defeated opposition,sadness
i see myself behave in relation to feeling positive or negative and the way others perceive me within doing so,joy
i say nothing then i my feelings are hurt i feel uncomfortable and direspected,sadness
ive told my mom and my friends and they all react as if i told them im joining the circus and it makes me feel so isolated,sadness
i was just randomly talking about it and how i found the once more with feeling cd and listened to it and was quite eager to watch the show again,joy
i feel brave and rare and golden,joy
is name in the opening passages saying it may strike the reader as rather singular and far fetched but he may feel assured that it was by no means far fetched and that the circumstances were such that it would have been impossible to give him any other name,joy
im not the only one that feels this discomfort and discontent in general as evidenced by matt from muse quoted here talking about their album if you look at those protests in france the size and level of protest doesnt really relate to what theyre protesting about,sadness
i woke up feeling pretty rotten from the weekend this morning even though yesterday i felt fine,sadness
i feel like i have gone for broke,sadness
i feel deeply remorseful and regretful,sadness
i end up getting unwanted attention from boys i want little to do with or ill be sort of starting something with a boy then find myself flirtiing with others in his presence or ill feel really insincere around boys that i do like,anger
i feel so much better about that number,joy
im just feeling that dating is an important part of growing up,joy
i am especially interested in hearing your thoughts or perspective on what you read about how men and women feel respected or lived,joy
i feel dissatisfied and no matter how selfish i am or how much about me i make saturday it s never enough,anger
i am feeling a combination of smug and happy,joy
ive vented and cried and now im a little more calm and feeling less hostile,anger
i feel on the verge of tears from weariness i look at your sweet face and cant help but tenderly kiss your cheeks,joy
i am generally a pretty happy and positive person there are times when the nerves kick in and i am not feeling quite so happy and smiley,joy
i keep these things predominantly for fix functions and will not arranged right now to create a style applying twelve months previous ingredients until i m feeling much more perverse than usual,sadness
i knew it was the holy spirit at work plus it feels divine in the gooooood way like a massage reassuring me,joy
i was admiring and envying the figures of the twentysomething set ahead of me in class and feeling ugly jealous,sadness
i feel like this never get impatient around sharp objects as it will inevitably lead to tears,anger
i personally feel is a massively talented actor is chris evans captain america,joy
i guess when you are constantly feeling unhappy around the person it is a sign to you to remove this person from your life,sadness
i feel so doomed for my botany lec finals later,sadness
im feelin spiteful so well actually visit my house to watch rally finland,anger
im like not even that relieved that its done because i know i could have done better so i feel kind of regretful about that,sadness
i feel i am too stubborn and resistant for therapy,anger
i feel so clever recent comments a href http www,joy
i always had a feeling of being in shape and became increasingly frustrated with the daily accumulation of body fat elusive,anger
i told him that college philosophy was not the same as his class because it lacked the comforting feeling of a humorous instructor,joy
i dont know where i want to work because there will always be something that makes me feel stressed or anxious at work whatever the job may be as all jobs require some sort of rules or pressure,sadness
i feel pretty content i feel pretty content,joy
i can feel she still angry with me,anger
i started to feel more lethargic everything that has happened to me in the past when ive let my fitness slip away was happening again and i was letting it just like i had before,sadness
i feel reassured that fashion sometimes takes itself not so seriously and i can smile and feel better about the whole deal,joy
i felt like facebook was a catalyst for me to feel that way about myself and i started to see it as a bit of a hostile online community,anger
i feel unwelcome when i am with her,sadness
i have even a time or two found myself feeling a bit jealous of the mothers who had perfect babies who have been sleeping through the night since they were three months old and speaking in sentences by age two,anger
i bet taylor swift basks in the knowledge that the boys she writes songs about probably feel tortured,anger
i know a lot of people are whining that a first boot cant possibly be a favourite but you guys know how i feel about my beloved a href http winterpaysforsummer,joy
i feel strong and good overall,joy
i guess and by am i was feeling really melancholy and sad for the people in the movie the heavy use of the cello in the soundtrack makes anything seem sad,sadness
i guess im not ready for that still young and feeling rebellious,anger
i feel jaded at some point of time,sadness
i feel safe encoding utf locale en isprivate false ismobile false mobileclass isprivateblog false languagedirection ltr feedlinks link rel alternate type application atom xml title i could use a standing ovation could you,joy
i do not know if i already hurt their feelings which may lead to their violent reaction may turn into a bad outcome,anger
i drove us to the car parts place and terry feels like im safe to drive again so yippee,joy
i enjoyed this semester and i enjoyed the challenges i got to face and overcome and i feel that i m really coming away with a lot of valuable experience out of this,joy
i finished work at am on saturday got home and teased the other half how i was right she was wrong and i fancied roast beef with roast potatoes and the full trimmings i was feeling quite smug with myself,joy
i feel the need to turn to my beloved nations,joy
i am feeling highly frustrated because i had worked a long day and just wanted to get home and take a shower and eat my snacks and listen to some music,anger
i got out of my cab at the train station feeling firstly quite convinced that there is definitely more method in the madness of flat planet than i first thought when i visited it the day before and secondly that this had to be one of the scariest telephone interviews i ve ever conducted,joy
i truly feel that they do a lot of positive things to help the conditions for the workers and their families kids,joy
i feel horrible now as a result,sadness
im actually feeling a little smug,joy
i love that i feel valuable i love making the choice i love that it s easy to make the choice to feel good,joy
i feel that the pace was slowing and for a book that is rich in world building and setting up future plots this is an added bonus,joy
i feel like i m witnessing the birth of a really amazing dm,joy
i could feel myself getting weepy strangely my left axilla also ached,sadness
i had an epiphany that i should feel proud of myself img src http expansiveperspective,joy
ive become anxious about in recent times is this there is certainly a feeling amongst some people of belief that they are under siege that they are often disadvantaged that they are looked at and considered in some way different and their faith makes them less worthy of regard he said,sadness
i am feeling that it my be a more dangerous task than dancing in a lightening storm with an umbrella,anger
i secretly feel unimportant anyways and as such find people to disrespect me which might explain why i lend this doucher my time my energy and my body and let his needs get met b my own,sadness
i feel hopeless i cannot cope,sadness
i feel oddly reassured to hear you say that,joy
i was for awhile and i started feeling irritated and annoyed each time one of my kids filled up their pants again,anger
when junior doctors returned to work after bunking them,anger
i tell my a little how much i hate feeling needy how i hate that moment when i know ive become too attached in my own head,sadness
im feeling lethargic these days hence the long hiatus,sadness
i been left alone this is how i feel a kind of sweet song for me but the official video clip for this song is quite annoying,joy
i feel like we just rushed around trying to see things its still quite beautiful,anger
i could feel my feet getting agitated once i got to the metropolitan pavilion,anger
i feel some kind of sincere connection to everyone i talk to while im working,joy
i apologize to anyone who may feel i have been a neglectful slacker mcslackerson,sadness
i feel is a dumb plot idea,sadness
i feel so angry that cancer is slowly killing my dad,anger
i find calming about these colors i dunno i guess they feel pleasant as weird as that sounds,joy
i guess sometimes you arent aware of your true feelings until a playful kiss exposes them,joy
i feel so privileged to have experienced all the lovely places ive been able to visit throughout the last few years,joy
i do know the next time im having a glass of red wine im tossing a big ol ice cube in it and if im feeling really rebellious i may not even swirl the glass or sniff it and i recommend you try the same thing,anger
i have to look for more problems to heap on myself when i already am feeling burdened,sadness
i feel ashamed because i was doing the very thing that the bible taught against,sadness
i feel like a cold object with no identity,anger
im feeling more stressed,sadness
i felt a lot of guilt for not trying harder and finding other solutions to continue breastfeeding much farther past months but as time goes on i feel content knowing i did the best i could with what resources and support i had at the time,joy
i wanted to feel assured,joy
i only know that i feel useless and it s a nasty feeling,sadness
i have good camwhore skill thanks to instagram and pudding which is anotehr super popular social apps to post all your vain picture without feeling vain because others will do the same so ftw,sadness
i were any sort of poet i am convinced i would be sucked in to the romantic literary style and simply write for days about the turning of the leaves the feeling of the cool wind with the warm sun,joy
i feel thoroughly rotten,sadness
i fear that because i suffer from depression the people i care about feel inhibited when they are going through hard times,sadness
i feel like shes just so distracted but when it comes to my year old brother she waits on him hand and foot,anger
when people harrass me i feel oppressed by their behavior,anger
i am feeling resentful because i am thinking to myself that she should trust me,anger
i must say that the initial splash was not too bad but after a few strokes you could feel the cold getting into your bones,anger
im not sure if all my stuff with andy as in me feeling annoyed at him was just my messed up chemicals,anger
i remember feeling very very violent and very disgusted the oscar winner tells access hollywood,anger
i feel like they hated me since then,anger
i love it dont get me wrong i just dont want to keep feeling lame whilst i learn,sadness
i feel can be bad for some can we talk about oversharing too much and how people think it is a diary of their life,sadness
i feel pretty crappy complaining about the woes of pregnancy,sadness
i grow learn more and mature a little more which really makes me feel a sense of joyful peace within,joy
i went to see my pcm on post for a follow up appointment and i left feeling hopeful and optimistic,joy
im going to be talking a bit about how i feel about the important role of the fan in this wonderful game we call music,joy
i am small people think i should feel amazing in a bathing suit,joy
i feel defective because i can t,sadness
i feel rushed trying to get everything together late at night,anger
i go to school after having a horrible morning and i feel like i am meing hated on my every and i feel alone and i always have been and i am emotionaly very far away from everyone else,sadness
ive always been able to produce work despite a day job and that i suspect professional pressures might add to a feeling of artistic foment it would take quite a bit to get me out of the saddle,joy
i feel the eyes on me the hateful eyes on the other side of the glass that belong to the family members of my beautiful victims,anger
